"","SITE_ID","DUPLICATE_ID","REVISITED_OVERLAP","WSA_SITEID","YEAR","JULDAY","DATE_COL","LAT_DD","LON_DD","STATE","ECO10","EPA_hybird","FW_ECO9","ECO3","FW_ECO3","ECOLVL3","ECO_LVL_3NAME","REALM","SITECLS","LOC_NAME","RST_FSED_AND_RMD_PHAB","RST_FRIP_AND_RMD_PHAB","COND","PHLAB","PHSTVL","PTL","NTL","XCMGW","LRP100","QR1","LINCIS_H","XCDENMID","XCMG","W1_HALL","XEMBED","XFC_NAT","PCT_SAFN","DPCT_SF","LRBS_BW4","LRBS_BW5","LRBS_BW6","LRBS_G08","LRBS_TST","LRBS_USE","XCEMBED","CVDPTH","CVDTH","LBFWD_RAT","LBFXDRAT","LBFXWRAT","LSUB_DMM","LSUB_DMM_NOR","LDMB_BW4","LDMB_BW5","LDVRP100","LINCIS_D","PCT_FN","QRDIST1","QRVEG1","QRVEG2","REFID","RP100","W1H_WALL","XCDENBK","XINC_H","XINCISION_D","XINCISION_H","RMD_PHAB","RST_FRIP","RST_FSED","RT_NRSA1","STRAHCAT","STRAHLER","NA_L2NAME","EPA_REGION","XGB","NAMC_JOINED_StreamOr_1","XSLOPE","XSLOPE_FIELD","XSLOPE_FRDATA","XSLOPE_FRREF","XSLOPE_MAP","XWD_RAT","XWIDTH","XWXD","XBKF_W","XDEPTH","V1W_MSQ","V1WM100","V2W_MSQ","V2WM100","V4W_MSQ","V4WM100","C1TM100","C1WM100","C2TM100","C2WM100","C4TM100","C4WM100","FLOWSITE","BNK_THRESH","THRESH","THRESH3","THRESH2"
"23","FW08CO010","WCOP01-0809","Y","WCOP01-0809",2008,184,"7/2/2008",39.24139,-104.95806,"CO","PL_RANGE","Rangeland Plains","SPL","PL","PLNLOW",26,"Southwestern Tablelands","WADEABLE",NA,"Plum Creek","T","T",396.8,8.05,NA,16.8775,161,0.3125,NA,0.2782194,NA,15.9090909,0.77840909,2.59096818,78.636364,0.129545455,49.52381,NA,NA,-1.73532519,-1.73532519,-1.924350328,-1.184135398,-1.924350328,71.060606,NA,0.50600714,NA,NA,NA,-0.346707602,-0.346707602,NA,1.388617589,NA,NA,35.2380952,NA,0.240625,0.3213904,NA,8.82,0.45454545,24.5989305,1.52,NA,NA,"D",NA,NA,"S","3rd",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.453409091,3,NA," 0.481307823"," 0.481307823"," 0.481307823",NA,"  33.938370","   5.7157895","1.220421e+00","  15.4363636","  20.860000","0.001409501","2.175758e+00","0.000726345","  1.12121212","0.000000000"," 0.0000000",NA," 21.54882155",NA,"  3.36700337",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"24","FW08CO015","WCOP01-0838","Y","WCOP01-0838",2009,155,"6/4/2009",40.19239,-105.20277,"CO","PL_NCULT","Cultivated Norther Plains","SPL","PL","PLNLOW",25,"High Plains","WADEABLE",NA,"Saint Vrain Creek","S","S",87.65,7.32,NA,32.4,314,0.435227273,NA,0.404111,NA,15.3743316,1.14090909,1.88640909,44.272727,0.118181818,20,NA,NA,-0.104048057,-0.109781962,-0.212708064,0.269907517,-0.212708064,15.151515,NA,0.45153881,NA,NA,NA,1.272413451,1.248565744,NA,1.376461508,NA,NA,19.0476191,NA,0.2958523,0.6438503,NA,24.9,0.34091364,60.4278075,2.02,NA,NA,"M",NA,NA,"R","4th",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.189772727,1,NA," 0.287789476"," 0.287789476"," 0.287789476",NA,"  27.992921","  12.6600000","7.579850e+00","  33.9727273","  51.020000","0.002335301","7.933655e+00","0.002119739","  7.20133150","0.000590127"," 2.0048209",NA," 25.71166208",NA," 13.08539945",NA," 0.68870523",NA,"LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade","PL_NCULT_LargeWade"
"25","FW08CO020","WCOP99-0510","Y","WCOP99-0510",2008,211,"7/29/2008",38.06505,-102.33652,"CO","PL_RANGE","Rangeland Plains","SPL","PL","PLNLOW",26,"Southwestern Tablelands","WADEABLE",NA,"Wolf Creek","T","T",2044.67,7.9,NA,137.707,994,1.020454545,NA,0.5948363,NA,73.2352941,1.53977273,1.3334,91.454545,0.227272727,74.285714,NA,NA,-2.180013294,NA,NA,-1.427302679,-2.111216549,90,NA,0.83429696,NA,NA,NA,-1.204453729,-1.204453729,NA,0.975559564,NA,NA,65.7142857,NA,0.5592045,0.8782353,NA,7.85,0,86.4705882,1.68,NA,NA,"D",NA,NA,"S","3rd",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.054545455,3,NA,NA," 0.221700000"," 0.221700000"," 0.221700000","  31.360945","   1.8450000","2.471500e-01","   4.7636364","  11.000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"26","FW08CO003","WCOP99-0516","Y","WCOP99-0516",2008,197,"7/15/2008",39.73114,-108.67489,"CO","XE_EPLAT","Eastern Xeric Plateaus","XER","XE","WMTNS",20,"Colorado Plateaus","WADEABLE",NA,"East Douglas Creek","S","S",725.4,8.55,NA,2.425,261,0.127272727,NA,0.3574372,NA,10.9625668,0.99886364,1.3334,65.636364,0.452272727,56.190476,NA,NA,-1.921453634,-1.921453634,-2.04339965,-1.577169642,-2.04339965,42.727273,NA,0.38619208,NA,NA,NA,-0.664745512,-0.664745512,NA,1.256708122,NA,NA,55.2380952,NA,0.1572727,0.6775401,NA,16.6,0,64.171123,1.23,NA,NA,"M",NA,NA,"S","4th",NA,"COLD DESERTS",8,0.093181818,4,NA," 0.313272726"," 0.313272726"," 0.313272726",NA,"   7.802352","   2.5000000","9.198500e-01","   5.5090909","  38.090000","0.000070900","3.905724e-02","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.67340067",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade"
"27","FW08CO007","WCOP99-0563","Y","WCOP99-0563",2009,203,"7/22/2009",38.88686,-103.68327,"CO","PL_RANGE","Rangeland Plains","SPL","PL","PLNLOW",26,"Southwestern Tablelands","WADEABLE",NA,"South Rush Creek","R","R",1263.31,8.27,NA,63.59,420,0,NA,0.2498038,NA,0.802139,0.83522727,1,90.909091,0.454545455,89.52381,NA,NA,-1.6686696,-1.6686696,-2.032942584,-0.965465323,-2.032942584,84.848485,NA,0.443598,NA,NA,NA,-0.090428634,-0.407377386,NA,1.578240966,NA,NA,0,NA,0.1,0.3117647,NA,19.5,0,23.5294118,2.84,NA,NA,"R",NA,NA,"S","3rd",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.054545455,3,NA," 0.301771929"," 0.301771929"," 0.301771929",NA,"   8.666518","   2.2950000","8.456000e-01","  28.3636364","  36.280000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"28","FW08CO019","WCOP99-0569","Y","WCOP99-0569",2008,183,"7/1/2008",39.38968,-104.86754,"CO","PL_RANGE","Rangeland Plains","SPL","PL","PLNLOW",26,"Southwestern Tablelands","WADEABLE",NA,"East Plum Creek","S","S",513.6,7.78,NA,39.9125,559,0.532954545,NA,0.471089,NA,15.7754011,0.975,1.12413312,84.818182,0.363636364,60.952381,NA,NA,-1.830781439,NA,NA,-1.237640916,-2.059627851,80.757576,NA,0.4146041,NA,NA,NA,-0.185236292,-0.185236292,NA,1.645545148,NA,NA,23.8095238,NA,0.3398295,0.6534759,NA,3.78,0.09090909,61.4973262,1.21,NA,NA,"M",NA,NA,"S","3rd",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.272727273,1,NA,NA," 1.033947000"," 1.033947000"," 1.033947000","  30.187619","   4.1350000","5.997500e-01","   6.4818182","  15.930000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"29","FW08CO017","WCOP99-0578","Y","WCOP99-0578",2008,255,"9/11/2008",40.97141,-107.0196,"CO","MT_SROCK","Southern Rockies","WMT","MT","WMTNS",21,"Southern Rockies","WADEABLE",NA,"Middle Fork Little Snake River","R","R",134.32,8.09,NA,11.785,128,0.872727273,NA,0.7369549,NA,32.7540107,1.21022727,0,31.636364,0.488636364,9.52381,NA,NA,0.091942355,0.028262932,-0.226779016,0.650244333,-0.226779016,23.333333,NA,0.28482007,NA,NA,NA,1.913410533,1.877348484,NA,1.821468178,NA,NA,3.8095238,NA,0.4927273,0.8122995,NA,8.55,0,79.144385,1.54,NA,NA,"R",NA,NA,"S","4th",NA,"WESTERN CORDILLERA",8,0.225,2,NA," 0.573005444"," 0.573005444"," 0.573005444"," 1.661260000","  23.818751","  10.9529412","5.280294e+00","  13.1000000","  46.700000","0.000831213","1.088889e+00","0.000607603","  0.79595960","0.000000000"," 0.0000000",NA,"  8.58585859",NA,"  3.53535354",NA," 0.00000000",NA,"LargeWade","MT_SROCK_LargeWade","MT_SROCK_LargeWade","MT_SROCK_LargeWade"
"30","FW08CO006","WCOP99-0595","Y","WCOP99-0595",2008,198,"7/16/2008",39.64256,-107.71169,"CO","XE_EPLAT","Eastern Xeric Plateaus","XER","XE","WMTNS",20,"Colorado Plateaus","WADEABLE",NA,"East Douglas Creek","S","S",569.6,8.42,NA,12.1963,309,0.076190476,NA,0.354888,NA,34.6256684,1.38809524,1.30309546,68.545455,0.981818182,60.952381,NA,NA,-1.593807888,-1.593807888,-1.648776332,-1.396434697,-1.648776332,62.121212,NA,0.39634937,NA,NA,NA,-0.097420539,-1.204294253,NA,1.496387349,NA,NA,52.3809524,NA,0.1342857,0.7665775,NA,22.9,0,74.0641711,0.873,NA,NA,"M",NA,NA,"S","3rd",NA,"COLD DESERTS",8,0.055952381,3,NA," 0.596140966"," 0.596140966"," 0.596140966",NA,"   9.902335","   3.6800000","1.566200e+00","  10.8454545","  48.750000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade"
"31","FW08CO001","WCOP99-0622","Y","WCOP99-0622",2008,193,"7/11/2008",37.36591,-108.59329,"CO","XE_EPLAT","Eastern Xeric Plateaus","XER","XE","WMTNS",20,"Colorado Plateaus","WADEABLE",NA,"Hartman Draw","S","S",1404,8.29,NA,45.54,449,0.369318182,NA,0.4220749,NA,10.1604278,0.775,1.15157273,92.909091,0.454545455,88.571429,NA,NA,-2.185736891,-2.185736891,-1.969721458,-2.087005583,-1.969721458,91.212121,NA,0.27026925,NA,NA,NA,-1.497933336,-1.81939303,NA,0.687803554,NA,NA,81.9047619,NA,0.2661932,0.607754,NA,21.7,0,56.4171123,0.627,NA,NA,"M",NA,NA,"S","3rd",NA,"COLD DESERTS",8,0.178409091,2,NA," 0.098477349"," 0.098477349"," 0.098477349",NA,"   8.026125","   4.2657895","2.526579e+00","   6.1909091","  57.550000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade","XE_EPLAT_LargeWade"
"32","FW08CO012","WCOP99-0629","Y","WCOP99-0629",2008,182,"6/30/2008",39.24159,-104.95835,"CO","MT_SROCK","Southern Rockies","SPL","MT","PLNLOW",21,"Southern Rockies","WADEABLE",NA,"West Plum Creek","R","R",173,7.65,NA,47.4163,298,0.525,NA,0.4108555,NA,6.8181818,1.09886364,1.58492773,68.454545,0.163636364,49.52381,NA,NA,-1.489132185,NA,NA,-1.166979559,-1.462535973,51.363636,NA,0.57832286,NA,NA,NA,-0.049329317,-0.049329317,NA,1.439802868,NA,NA,19.0476191,NA,0.33625,0.5331551,NA,8.05,0,48.1283423,0.306,NA,NA,"R",NA,NA,"R","3rd",NA,"WESTERN CORDILLERA",8,0.20952381,3,NA,NA," 0.932121000"," 0.932121000"," 0.932121000","  16.223419","   2.3516667","3.048059e-01","   5.8009091","  20.534653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LargeWade","MT_SROCK_LargeWade","MT_SROCK_LargeWade","MT_SROCK_LargeWade"
"33","FW08CO013","WCOP99-0672","Y","WCOP99-0672",2008,210,"7/28/2008",37.7972,-103.37749,"CO","PL_RANGE","Rangeland Plains","SPL","PL","PLNLOW",26,"Southwestern Tablelands","WADEABLE",NA,"Purgatoire River","R","R",2727.56,7.71,NA,41.7881,468,0.423863636,NA,0.4707748,NA,0,1.20681818,0.6667,71.636364,0.004545455,50,NA,NA,-1.150109754,-1.161687831,-1.426856171,-0.582902791,-1.426856171,72.121212,NA,0.60236059,NA,NA,NA,-0.106543876,-0.182212873,NA,1.043565879,NA,NA,50,NA,0.2907386,0.5981283,NA,10.9,0,55.3475936,1.8,NA,NA,"R",NA,NA,"S","5th",NA,"SOUTH CENTRAL SEMI-ARID PRAIRIES",8,0.081818182,5,NA,NA," 0.156586000"," 0.156586000"," 0.156586000","  50.621104","   9.7368421","2.926053e+00","  13.7272727","  27.920000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"34","FW08ID007","WIDP99-0605","Y","WIDP99-0605",2008,191,"7/9/2008",45.02345,-114.4463,"ID","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",16,"Idaho Batholith","WADEABLE",NA,"Shovel Creek","R","R",100.7,7.89,NA,11.1375,105,0.903409091,NA,0.7057727,NA,84.8930481,1.40568182,0.33335,40.363636,0.656818182,14.285714,NA,NA,-1.163522202,-1.163522202,-1.09025397,-0.965239068,-1.09025397,22.575758,NA,0.86133979,NA,NA,NA,0.7534539,0.7534539,NA,1.916976102,NA,NA,13.3333333,NA,0.5065341,0.9254011,NA,5.28,0,91.71123,0.227,NA,NA,"R",NA,NA,"R","1st",NA,"WESTERN CORDILLERA",10,0.0375,1,NA," 4.620000000"," 4.620000000"," 4.620000000",NA,"  11.413937","   1.4150000","1.882000e-01","   2.0272727","  16.533333","0.039408914","7.989262e+00","0.035184639","  7.13288591","0.000000000"," 0.0000000",NA," 29.53020134",NA," 14.76510067",NA," 0.00000000",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"35","FW08ID004","WIDP99-0611","Y","WIDP99-0611",2008,199,"7/17/2008",45.07914,-116.09489,"ID","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",16,"Idaho Batholith","WADEABLE",NA,"Fisher Creek","R","R",12.34,6.77,NA,2.48,79,0.470454545,NA,0.5224613,NA,24.4652406,0.95568182,0.45456818,60.309091,0.465909091,27.619048,NA,NA,-0.913729204,-0.884502991,-0.957746944,-0.740714576,-0.957746944,53.242424,NA,0.52937227,NA,NA,NA,0.938649583,0.882928288,NA,1.852378787,NA,NA,16.1904762,NA,0.3117045,0.665508,NA,32.7,0,62.8342246,0.709,NA,NA,"R",NA,NA,"S","2nd",NA,"WESTERN CORDILLERA",10,0.172619048,2,NA," 1.000000000"," 0.941576000"," 0.941576000"," 0.941576000","  17.735849","   9.0684211","6.217316e+00","  11.4818182","  74.100000","0.009787103","1.123737e+01","0.009225829"," 10.59292929","0.003110979"," 3.5719697",NA," 23.23232323",NA," 12.12121212",NA," 1.26262626",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"36","FW08ID003","WIDP99-0690","Y","WIDP99-0690",2008,197,"7/15/2008",46.86026,-116.03896,"ID","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",15,"Northern Rockies","WADEABLE",NA,"Breakfast Creek","S","S",12.18,6.88,NA,4.0863,106,1.009090909,NA,0.6142394,NA,67.3796791,1.50454545,1.3334,37,0.338636364,6.666667,NA,NA,NA,NA,NA,-0.134448226,-0.472863081,25.757576,NA,0.38979248,NA,NA,NA,1.911167869,1.911167869,NA,NA,NA,NA,0.952381,NA,0.5540909,0.9759358,NA,5.38,0,97.3262032,0.282,NA,NA,"M",NA,NA,"S","2nd",NA,"WESTERN CORDILLERA",10,0.096590909,2,NA," 5.480000000"," 5.480000000"," 5.480000000",NA,"  20.837830","   5.5850000","1.780400e+00","   6.4272727","  29.590000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"37","FW08ID005","WIDP99-0700","Y","WIDP99-0700",2008,212,"7/30/2008",42.90969,-112.32708,"ID","XE_NORTH","Nothern Xeric Basins","XER","XE","WMTNS",80,"Northern Basin and Range","WADEABLE",NA,"North Fork Pocatello Creek","S","S",771.65,8.52,NA,90.8919,644,0.305681818,NA,0.4139751,NA,81.9518717,1.38068182,1.96974091,91.636364,0.831818182,69.387755,NA,NA,-3.384111652,-3.399955336,-3.900678833,-2.499930389,-3.900678833,86.818182,NA,0.53337889,NA,NA,NA,-1.150391976,-1.150391976,NA,2.233719676,NA,NA,69.3877551,NA,0.2375568,0.8868984,NA,0.427,0,87.4331551,5.27,NA,NA,"M",NA,NA,"S","1st",NA,"COLD DESERTS",10,0.169047619,2,NA," 6.055555556"," 6.055555556"," 6.055555556",NA,"  14.029178","   0.5882353","3.247059e-02","   1.4727273","   5.391304","0.000176209","2.595078e-02","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.44742729",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","XE_NORTH_LargeWade","XE_NORTH_LargeWade","XE_NORTH_LargeWade"
"38","FW08ID006","WIDP99-0768","Y","WIDP99-0768",2008,203,"7/21/2008",42.00752,-115.2198,"ID","XE_NORTH","Nothern Xeric Basins","XER","XE","WMTNS",80,"Northern Basin and Range","WADEABLE",NA,"Flat Creek","S","S",63.28,7.91,NA,46.2513,253,1.3125,NA,0.7227062,NA,47.3262032,1.40568182,0.6667,60.818182,0.413636364,16.190476,NA,NA,-0.611580072,-0.605559472,-0.58663602,-0.301579456,-0.58663602,54.393939,NA,0.60218018,NA,NA,NA,1.450625598,1.403647039,NA,2.06220567,NA,NA,7.6190476,NA,0.690625,0.9109626,NA,10.9,0,90.1069519,0.4,NA,NA,"M",NA,NA,"R","3rd",NA,"COLD DESERTS",10,0.047727273,3,NA," 2.950000000"," 2.950000000"," 2.950000000",NA,"  15.519621","   3.4800000","1.043200e+00","   4.8545455","  27.970000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","XE_NORTH_LargeWade","XE_NORTH_LargeWade","XE_NORTH_LargeWade"
"39","FW08MT005","WMTP99-0517","Y","WMTP99-0517",2008,253,"9/9/2008",45.90724,-113.48093,"MT","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",16,"Idaho Batholith","WADEABLE",NA,"Pintler Creek","R","R",91.65,7.97,NA,2.6138,38,0.793181818,NA,0.760843,NA,85.4278075,0.92954545,0,50.555556,1.252272727,0.952381,NA,NA,-0.133822636,-0.128088732,-0.262431019,0.085282025,-0.262431019,44.444444,NA,0.43669463,NA,NA,NA,2.198912427,2.198912427,NA,2.332735063,NA,NA,0.952381,NA,0.4569318,0.9639037,NA,7.29,0,95.9893048,0.695,NA,NA,"R",NA,NA,"R","2nd",NA,"WESTERN CORDILLERA",8,0,2,NA," 6.684678041"," 6.684678041"," 6.684678041",NA,"  17.654921","   4.2300000","1.128250e+00","   4.7363636","  28.370000","0.031813464","1.506801e+01","0.028020189"," 13.27138047","0.007111680"," 3.3683502",NA," 49.15824916",NA," 18.18181818",NA," 1.34680135",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"40","FW08MT001","WMTP99-0521","Y","WMTP99-0521",2008,198,"7/16/2008",46.93093,-110.86984,"MT","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",17,"Middle Rockies","WADEABLE",NA,"Tributary to Tenderfoot Creek","S","S",67.23,7.38,NA,41.6313,84,0.206818182,NA,0.4353462,NA,48.7967914,0.90795454,0.39395909,58.363636,0.527272727,9.52381,NA,NA,-0.109463825,-0.109463825,-0.089118137,0.377772128,-0.089118137,50.606061,NA,0.90212569,NA,NA,NA,1.387066091,1.387066091,NA,1.496529916,NA,NA,3.8095238,NA,0.1930682,0.5957219,NA,4.73,0,55.0802139,0.486,NA,NA,"M",NA,NA,"S","1st",NA,"WESTERN CORDILLERA",8,0.015909091,1,NA," 1.159744770"," 1.159744770"," 1.159744770",NA,"   9.142731","   0.9875000","1.158750e-01","   1.8090909","  12.860000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"41","FW08MT017","WMTP99-0607","Y","WMTP99-0607",2009,187,"7/6/2009",48.35357,-113.88081,"MT","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",41,"Canadian Rockies","WADEABLE",NA,"Hungry Horse Creek","S","S",116.93,8.06,NA,9.165,196,1.3,NA,0.6996539,NA,92.3796791,1.47727273,1.00005,50.363636,1.136363636,20.952381,NA,NA,0.726801959,0.726801959,0.702174838,0.867155106,0.702174838,36.818182,NA,0.34185421,NA,NA,NA,1.15264164,1.127642281,NA,0.425839681,NA,NA,0.952381,NA,0.685,1,NA,20.3,0,100,0.545,NA,NA,"M",NA,NA,"S","3rd",NA,"WESTERN CORDILLERA",8,0.077272727,3,NA," 0.058059751"," 0.058059751"," 0.058059751",NA,"  11.287657","   4.5275000","2.006500e+00","   8.0818182","  48.520000","0.010302879","8.326599e+00","0.008998042","  7.27205387","0.002425530"," 1.9602694",NA," 28.95622896",NA," 10.77441077",NA," 0.67340067",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"42","FW08MT015","WMTP99-0608","Y","WMTP99-0608",2009,188,"7/7/2009",47.20761,-115.22047,"MT","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",15,"Northern Rockies","WADEABLE",NA,"South Fork Little Joe Creek","S","S",143.13,8.11,NA,11.86,34,0.665909091,NA,0.5547531,NA,99.5989305,1.025,1.34094091,50.454545,2.206818182,7.619048,NA,NA,-1.007954731,-1.018335076,-0.999546248,-0.886078806,-0.999546248,39.545455,NA,0.38099149,NA,NA,NA,1.102310388,1.071493358,NA,2.11026512,NA,NA,4.7619048,NA,0.3996591,1,NA,20.3,0,100,0.618,NA,NA,"M",NA,NA,"S","2nd",NA,"WESTERN CORDILLERA",8,0.068181818,1,NA," 2.723921252"," 2.723921252"," 2.723921252",NA,"  12.472178","   6.0850000","3.106650e+00","   8.0454545","  52.180000","0.032004185","2.574882e+01","0.030207993"," 24.30370370","0.019491944","15.6821549",NA," 49.83164983",NA," 24.91582492",NA," 5.38720539",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
"43","FW08MT008","WMTP99-0628","Y","WMTP99-0628",2008,205,"7/23/2008",46.25087,-109.76959,"MT","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",43,"Northwestern Great Plains","WADEABLE",NA,"Fish Creek","T","T",641.2,8.46,NA,45.5825,280,0,NA,0.1900339,NA,0,0.52727273,2.00003182,76,0.022727273,46.236559,NA,NA,-1.178257255,-1.184731018,-1.226009411,-0.994216624,-1.226009411,61.515152,NA,0.51492101,NA,NA,NA,-0.01253558,-0.01253558,NA,1.165721675,NA,NA,46.2365591,NA,0.1,0.2058824,NA,20.2,0,11.7647059,0.818,NA,NA,"D",NA,NA,"S","4th",NA,"WEST-CENTRAL SEMI-ARID PRAIRIES",8,0.0525,1,NA," 0.309773488"," 0.309773488"," 0.309773488",NA,"  10.633440","   3.6750000","1.634000e+00","   5.4545455","  45.180000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"44","FW08MT006","WMTP99-0653","Y","WMTP99-0653",2009,174,"6/23/2009",48.91181,-107.30824,"MT","PL_RANGE","Rangeland Plains","NPL","PL","PLNLOW",42,"Northwestern Glaciated Plains","WADEABLE",NA,"Frenchman Creek","T","T",760.05,8.44,NA,184.9381,878,0.172727273,NA,0.2787118,NA,0,1.075,1.5,95.636364,0.104545455,89.52381,NA,NA,-1.995899744,-2.004500601,-2.006754554,-1.820774829,-2.006754554,92.727273,NA,0.22199766,NA,NA,NA,-1.218057061,-1.218057061,NA,0.777842683,NA,NA,62.8571429,NA,0.1777273,0.3045455,NA,37.7,0,22.7272727,4,NA,NA,"D",NA,NA,"S","3rd",NA,"WEST-CENTRAL SEMI-ARID PRAIRIES",8,0.043181818,3,NA," 0.064457920"," 0.064457920"," 0.064457920",NA,"   9.717936","   7.7000000","6.760000e+00","   8.4545455","  90.730000","0.000000000","0.000000e+00","0.000000000","  0.00000000","0.000000000"," 0.0000000",NA,"  0.00000000",NA,"  0.00000000",NA," 0.00000000",NA,"LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade","PL_RANGE_LargeWade"
"45","FW08MT007","WMTP99-0705","Y","WMTP99-0705",2008,273,"9/29/2008",46.68556,-114.55917,"MT","MT_NROCK","Northern Rockies","WMT","MT","WMTNS",15,"Northern Rockies","WADEABLE",NA,"West Fork Lolo Creek","R","R",52.15,7.34,NA,10.401,39,1.114772727,NA,0.7055818,NA,67.9144385,1.2375,0.42425909,76.545455,1.077272727,48.571429,NA,NA,-0.893282766,-0.893282766,-0.885000228,-0.714118854,-0.885000228,69.393939,NA,0.3447906,NA,NA,NA,0.276950056,0.276950056,NA,1.170232822,NA,NA,10.4761905,NA,0.6016477,0.8315508,NA,16.4,0,81.2834225,0.718,NA,NA,"R",NA,NA,"R","2nd",NA,"WESTERN CORDILLERA",8,0,2,NA," 0.412540180"," 0.412540180"," 0.412540180",NA,"  14.552821","   4.3550000","1.484650e+00","   6.2727273","  34.666667","0.018153941","1.138747e+01","0.014885647","  9.33736018","0.000000000"," 0.0000000",NA," 58.16554810",NA," 22.81879195",NA," 0.00000000",NA,"LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade","MT_NROCK_LargeWade"
